product,rating,price,img_url,brand,customer_say,gender,individual_review
adidas UnisexChild Duramo Sl Elastic Lace Strap,4.6,41.0,https://m.media-amazon.com/images/I/71id+qYzZsL._AC_SY395_SX395_QL70_ML2_.jpg,Adidas,Customers find these shoes adorable and very comfortable.,Unisex,Comfy and adorable
adidas UnisexChild Kaptir Flow 20,4.7,54.0,https://m.media-amazon.com/images/I/71cPcVHja6L._AC_SX395_SY395_QL70_ML2_.jpg,Adidas,No summary available.,Unisex,Bought these for my granddaughter and she loved them
adidas UnisexChild Marvel Run Falcon 5 Elastic Lace Strap,4.6,40.0,https://m.media-amazon.com/images/I/711f2HMYK3L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,No summary available.,Unisex,My son loves these shoes! Best price and they are true to size!
adidas UnisexChild Marvel Run Falcon Elastic Lace Strap,4.5,39.0,https://m.media-amazon.com/images/I/71GJmO4B9tL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,No summary available.,Unisex,My kid has no complaints when wearing these shoes. He says they are very comfortable to wear all day
adidas UnisexChild Run Falcon 5,4.5,,https://m.media-amazon.com/images/I/71nMKkCC6xL._AC_SY395_SX395_QL70_FMwebp_.jpg https://m.media-amazon.com/images/I/71NUA4DwtBL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas Adidas,"Customers find these sneakers comfortable, well-fitting, and good value for money, with one customer noting they're reasonably durable for the price. The shoes look cute, and customers like their size, with one mentioning they work well for women's sizes. The velcro closure receives mixed feedback, with several customers noting its absence. The durability aspect also gets mixed reviews, with some finding them durable while others say they're not. Customers find these sneakers comfortable, well-fitting, and good value for money, with one customer noting they're reasonably durable for the price. The shoes look cute, and customers like their size, with one mentioning they work well for women's sizes. The velcro closure receives mixed feedback, with several customers noting its absence. The durability aspect also gets mixed reviews, with some finding them durable while others say they're not.",Unisex Unisex,"Great sneakers. I bought two pairs different colors for my twin boys. They are excellent. Very light weight, my boys love them. No discomfort whatsoever. Fits perfectly. Great simple style. I got them for an excellent price as well. Very happy with them."
adidas UnisexChild Run Falcon 5 Elastic Lace Strap,5.0,45.0,https://m.media-amazon.com/images/I/71OtZBJdoNL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,No summary available.,Unisex,True to size. I love the color😍😍😍
adidas UnisexChild Supernova Step,5.0,33.0,https://m.media-amazon.com/images/I/61b-J+gYr2L._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,No summary available.,Unisex,Would recommend getting. Very comfortable. Good for middle distance running around 1-3 miles.
adidas UnisexChild Swift Run 23,4.6,49.0,https://m.media-amazon.com/images/I/71GTumABVTL._AC_SX395_SY395_QL70_ML2_.jpg,Adidas,"Customers find these sneakers nice-looking, comfortable, and well-made, noting they hold up well over time. The fit receives mixed feedback - while some customers say they're perfect for wide feet, others mention they run a bit big.",Unisex,Daighter lives it and true to size. She says it’s feels comfortable. Good quality shoe.
adidas UnisexChild Ultrabounce 5 Elastic Lace,4.7,44.0,https://m.media-amazon.com/images/I/71J1kip6l7L._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers to be of great quality, comfortable, and durable. The shoes look great on customers' children, and they appreciate that the size is true to measurements.",Unisex,Size is true. Very comfortable. Quality is superior. Definitely will buy again
adidas UnisexChild Ultrarun 5,3.7,39.0,https://m.media-amazon.com/images/I/71PMfJ6WxnL._AC_SX395_SY395_QL70_ML2_.jpg,Adidas,No summary available.,Unisex,These are perfect and even cuter in person! Absolutely buy these! My girl is in a size 3 and they fit her perfectly.
adidas UnisexChild Ultrarun 5 Elastic Lace Strap,4.6,38.0,https://m.media-amazon.com/images/I/71vxczBxC9L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,No summary available.,Unisex,"Cute, comfortable and perfect for a child on the go! True to size."
adidas UnisexChild XPLR,4.4,50.0,https://m.media-amazon.com/images/I/61fBiwxjS-L._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers decent in quality and comfortable, with a stylish design. However, the fit receives mixed feedback, with some saying they fit perfectly while others find them too big. Moreover, durability is a concern as they fall apart after less than three weeks of use, and one customer mentions issues with the tongue breaking within the first week. Additionally, the velcro strap feature is not as advertised, and customers disagree on the value for money.",Unisex,"Great quality. my son’s feet is wide and not every shoes could fit, it’s comfortable and looks great. I order 2nd pair"
adidas UnisexChild XPLR Path Elastic Lace Strap,4.7,51.0,https://m.media-amazon.com/images/I/51+-XhJbKzL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable and true to size, with one mentioning they're fantastic for sports activities. They like the style and quality, with one customer noting they're perfect for kindergartens. The durability receives mixed feedback.",Unisex,"My daughter likes this shoes, she said that they are comfortable and soft inside,she said she can run faster. Style and quality are good, she use it every day, this shoes are her favorite pair.They are durable and the size doesn"
adidas Womens 70s,4.1,40.0,https://m.media-amazon.com/images/I/71TRHd3RnsL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes comfortable and appreciate their retro vibe and quality. The sizing receives mixed feedback - while some say they run true to size, others report they run large. The fit, color, cushioning, and support also get mixed reviews, with some finding them perfect while others report issues with tongue placement, color discrepancies, and lack of arch support.",Women,"I love these shoes. I ordered them in several colors. I like the look and they are extremely comfortable. I wear them every day and as walking shoes. My feet never hurt no matter how much I walk. Like others have said, they run large. I went down half a size and they fit perfectly."
adidas Womens Adizero Boston 12,4.6,119.0,https://m.media-amazon.com/images/I/71C291My5jL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes to be well-made and comfortable, with good cushioning and light weight. They appreciate the support, with one customer noting they feel like they're being propelled forward, and another mentioning they're great for daily training for marathons. The shoes are versatile, working well for both fast and slow running paces.",Women,"As a midfoot striker, I needed a stiffer trainer with solid energy return. I got exactly that with these, and they survived well past 500 miles through easy runs, tempo workouts, and long runs. They fit the best for tempos and workouts, although the soles may be a tad too stiff for people who prefer a little more cushioning. These also weigh in nice and light; likely getting the newer gens as time goes as a preferred tempo trainer."
adidas Womens Adizero Instinct Turf Trainer Softball,4.6,33.0,https://m.media-amazon.com/images/I/617dbkTBnpL._AC_SY395_SX395_QL70_ML2_.jpg,Adidas,Customers love these turf shoes and find them super comfortable. They also appreciate the great price.,Women,"I wear these in cold wet grass in the outfield and my feet stay dry, comfortable to run in great turf shoes. I highly recommend I"
